Date,Close
2018-12-17,116.1
2018-12-18,116.65
2018-12-19,116.43
2018-12-20,113.02
2018-12-21,110.94
2018-12-24,107.57
2018-12-26,111.39
2018-12-27,113.78
2018-12-28,113.03
2018-12-31,113.67
2019-01-02,115.21
2019-01-03,112.91
2019-01-04,117.32
2019-01-07,118.15
2019-01-08,119.83
2019-01-09,120.69
2019-01-10,121.79
2019-01-11,121.46
2019-01-14,120.39
2019-01-15,121.73
2019-01-16,121.62
2019-01-17,122.19
2019-01-18,123.82
2019-01-22,122.52
2019-01-23,132.89
2019-01-24,132.53
2019-01-25,133.97
2019-01-28,134.27
2019-01-29,134.33
2019-01-30,134.38
2019-01-31,134.42
2019-02-01,134.1
2019-02-04,135.19
2019-02-05,135.55
2019-02-06,136.32
2019-02-07,133.19
2019-02-08,133.71
2019-02-11,133.99
2019-02-12,136.05
2019-02-13,137.52
2019-02-14,136.48
2019-02-15,138.03
2019-02-19,138.7
2019-02-20,138
2019-02-21,137.84
2019-02-22,139.25
2019-02-25,139.46
2019-02-26,139.72
2019-02-27,139.17
2019-02-28,138.13
2019-03-01,139.2
2019-03-04,138.43
2019-03-05,137.88
2019-03-06,136.98
2019-03-07,135.36
2019-03-08,135.09
2019-03-11,137.71
2019-03-12,138.28
2019-03-13,138.56
2019-03-14,138.79
2019-03-15,139.43
2019-03-18,140.21
2019-03-19,140.49
2019-03-20,139.6
2019-03-21,141.44
2019-03-22,139.45
2019-03-25,139.18
2019-03-26,140.22
2019-03-27,139.24
2019-03-28,139.92
2019-03-29,141.1
2019-04-01,143.3
2019-04-02,143
2019-04-03,143.63
2019-04-04,142.78
2019-04-05,143.28
2019-04-08,143.39
2019-04-09,142.11
2019-04-10,143.02
2019-04-11,143.78
2019-04-12,144.35
2019-04-15,143.9
2019-04-16,145.14
2019-04-17,139.11
2019-04-18,140.33
2019-04-22,138.89
2019-04-23,140.44
2019-04-24,139.95
2019-04-25,138.63
2019-04-26,139.44
2019-04-29,139.05
2019-04-30,140.27
2019-05-01,140.56
2019-05-02,139.59
2019-05-03,140.25
2019-05-06,140.38
2019-05-07,137.64
2019-05-08,138
2019-05-09,135.34
2019-05-10,135.32
2019-05-13,131.42
2019-05-14,133.31
2019-05-15,134.4
2019-05-16,135.88
2019-05-17,134.32
2019-05-20,135.12
2019-05-21,136.45
2019-05-22,136.35
2019-05-23,132.39
2019-05-24,132.28
2019-05-28,130.46
2019-05-29,129.69
2019-05-30,129.57
2019-05-31,126.99
2019-06-03,128.27
2019-06-04,132.69
2019-06-05,131.49
2019-06-06,132.22
2019-06-07,133.31
2019-06-10,134.74
2019-06-11,135.95
2019-06-12,134.87
2019-06-13,135.76
2019-06-14,135.15
2019-06-17,134.95
2019-06-18,136.38
2019-06-19,137.08
2019-06-20,138.85
2019-06-21,139.2
2019-06-24,139.35
2019-06-25,138.36
2019-06-26,138.52
2019-06-27,138.52
2019-06-28,137.9
2019-07-01,139.88
2019-07-02,140.22
2019-07-03,141.54
2019-07-05,141.38
2019-07-08,140.57
2019-07-09,139.33
2019-07-10,140.47
2019-07-11,141.24
2019-07-12,142.74
2019-07-15,143.32
2019-07-16,143.53
2019-07-17,143.07
2019-07-18,149.63
2019-07-19,149.68
2019-07-22,149.74
2019-07-23,150.38
2019-07-24,150.03
2019-07-25,150.39
2019-07-26,151.36
2019-07-29,150.88
2019-07-30,149.77
2019-07-31,148.24
2019-08-01,150.32
2019-08-02,147.25
2019-08-05,140.76
2019-08-06,140.73
2019-08-07,139.11
2019-08-08,140.1
2019-08-09,136.13
2019-08-12,133.67
2019-08-13,135.79
2019-08-14,131.25
2019-08-15,131.92
2019-08-16,133.76
2019-08-19,135.04
2019-08-20,133
2019-08-21,134.25
2019-08-22,134.32
2019-08-23,129.57
2019-08-26,129.99
2019-08-27,131.17
2019-08-28,132.76
2019-08-29,134.88
2019-08-30,135.53
2019-09-03,134.1
2019-09-04,136.32
2019-09-05,140.97
2019-09-06,140.57
2019-09-09,142.6
2019-09-10,145.05
2019-09-11,143.6
2019-09-12,143.62
2019-09-13,143.67
2019-09-16,142.48
2019-09-17,142.2
2019-09-18,142.22
2019-09-19,142.97
2019-09-20,141.88
2019-09-23,142.07
2019-09-24,141.68
2019-09-25,143.16
2019-09-26,143.55
2019-09-27,143.24
2019-09-30,145.42
2019-10-01,143.66
2019-10-02,141.69
2019-10-03,142.02
2019-10-04,142.99
2019-10-07,141.28
2019-10-08,138.38
2019-10-09,139.67
2019-10-10,141.13
2019-10-11,142.76
2019-10-14,142.04
2019-10-15,143
2019-10-16,142.11
2019-10-17,134.26
2019-10-18,134.09
2019-10-21,132.58
2019-10-22,133.96
2019-10-23,134.38
2019-10-24,134.07
2019-10-25,135.44
2019-10-28,135.97
2019-10-29,133.82
2019-10-30,135.25
2019-10-31,133.73
2019-11-01,135.53
2019-11-04,137.67
2019-11-05,137.89
2019-11-06,138.78
2019-11-07,137.69
2019-11-08,137.61
2019-11-11,135.47
2019-11-12,135.59
2019-11-13,134.48
2019-11-14,134
2019-11-15,134.4
2019-11-18,134.31
2019-11-19,134.52
2019-11-20,133.2
2019-11-21,133.84
2019-11-22,134.34
2019-11-25,135.97
2019-11-26,135.09
2019-11-27,133.77
2019-11-29,134.45
2019-12-02,132.91
2019-12-03,132.12
2019-12-04,131.99
2019-12-05,131.91
2019-12-06,133.22
2019-12-09,133.92
2019-12-10,133.91
2019-12-11,133.76
2019-12-12,135.32
2019-12-13,134.21
2019-12-16,134.13
2019-12-17,134.22
2019-12-18,134.41
2019-12-19,134.56
2019-12-20,135.59
2019-12-23,135.55
2019-12-24,134.98
2019-12-26,134.91
2019-12-27,135.27
2019-12-30,132.81
2019-12-31,134.04
2020-01-02,135.42
2020-01-03,134.34
2020-01-06,134.1
2020-01-07,134.19
2020-01-08,135.31
2020-01-09,136.74
2020-01-10,136.69
2020-01-13,136.6
2020-01-14,135.82
2020-01-15,136.62
2020-01-16,137.98
2020-01-17,138.31
2020-01-21,139.17
2020-01-22,143.89
2020-01-23,142.87
2020-01-24,140.56
2020-01-27,138.62
2020-01-28,139.55
2020-01-29,137.69
2020-01-30,136.77
2020-01-31,143.73
2020-02-03,146.27
2020-02-04,149.11
2020-02-05,156.33
2020-02-06,156.76
2020-02-07,153.41
2020-02-10,154.43
2020-02-11,153.48
2020-02-12,155.31
2020-02-13,154.31
2020-02-14,150.7
2020-02-18,151.1
2020-02-19,150.86
2020-02-20,151.22
2020-02-21,149.84
2020-02-24,146.43
2020-02-25,141.71
2020-02-26,139.75
2020-02-27,133.11
2020-02-28,130.15
2020-03-02,134.3
2020-03-03,128.9
2020-03-04,134.22
2020-03-05,129.55
2020-03-06,127.73
2020-03-09,117.81
2020-03-10,124.77
2020-03-11,117.97
2020-03-12,102.81
2020-03-13,107.95
2020-03-16,99.08
2020-03-17,106.65
2020-03-18,103.55
2020-03-19,100.34
2020-03-20,95.39
2020-03-23,94.77
2020-03-24,105.48
2020-03-25,105.85
2020-03-26,112.89
2020-03-27,108.03
2020-03-30,112.93
2020-03-31,110.93
2020-04-01,105.14
2020-04-02,110
2020-04-03,106.34
2020-04-06,114.82
2020-04-07,114.94
2020-04-08,119.29
2020-04-09,121.5
2020-04-13,121.15
2020-04-14,123.91
2020-04-15,118.69
2020-04-16,115.73
2020-04-17,120.12
2020-04-20,120.41
2020-04-21,116.76
2020-04-22,119.31
2020-04-23,121.35
2020-04-24,124.72
2020-04-27,125.92
2020-04-28,126.27
2020-04-29,128.69
2020-04-30,125.56
2020-05-01,121.87
2020-05-04,121.68
2020-05-05,122.58
2020-05-06,123.17
2020-05-07,121.23
2020-05-08,122.99
2020-05-11,122.59
2020-05-12,120.26
2020-05-13,115.73
2020-05-14,116.95
